donorID,campaignID,amount,date
D100025,3663,"20,0",22/11/2013
D100025,3642,"20,0",23/11/2013
D100025,3669,"20,0",06/01/2014
D100025,3780,"15,0",15/02/2014
D100025,3782,"20,0",11/03/2014
D100025,3783,"20,0",05/04/2014
D100025,3784,"15,0",22/04/2014
D100025,3786,"15,0",17/05/2014
D100025,3787,"20,0",04/06/2014
D100025,3788,"15,0",14/06/2014
D100025,3916,"15,0",26/11/2014
D100025,4134,"15,0",12/02/2015
D100025,4138,"15,0",28/03/2015
D100025,4140,"10,0",30/04/2015
D100025,4142,"15,0",26/05/2015
D100025,4144,"20,0",14/06/2015
D100025,4146,"15,0",21/07/2015
D100025,4147,"15,0",03/08/2015
D100025,4272,"15,0",01/06/2016
D100026,2654,"8,0",20/02/2011
D100026,2712,"20,0",09/05/2011
D100026,,"32,0",15/05/2011
D100026,2994,"30,0",12/11/2011
D100026,3079,"10,0",27/01/2012
D100026,3125,"10,0",23/03/2012
D100026,3189,"5,0",25/06/2012
D100026,3443,"10,0",10/03/2013
D100027,3505,"20,0",15/05/2013
D100027,3537,"10,0",16/07/2013
D100027,3550,"5,0",05/09/2013
D100027,3814,"20,0",23/09/2014
D100027,3816,"8,0",20/10/2014
D100027,7074,"6,0",21/03/2019
D100027,7346,"10,0",31/08/2019
D100028,3941,"10,0",05/01/2015
D100029,3941,"20,0",08/01/2015
D100029,4320,"20,0",24/07/2016
D100030,4830,"10,0",25/08/2017
D100031,3941,"10,0",14/01/2015
D100032,767,"24,79",31/07/2005
D100033,3361,"30,0",23/01/2013
D100033,3810,"30,0",28/07/2014
D100033,4410,"41,0",17/09/2016
D100033,5316,"45,0",31/05/2018
D100034,3941,"25,0",02/01/2015
D100034,6170,"45,0",19/09/2018
D100035,1058,"49,58",18/05/2006
D100035,1148,"24,79",03/07/2006
D100035,1424,"24,79",27/05/2007
D100036,3941,"39,0",13/01/2015
D100037,4210,"12,0",03/11/2015
D100038,954,"16,11",03/01/2006
D100038,5326,"41,0",14/06/2018
D100039,3505,"10,0",25/05/2013
D100039,3550,"10,0",19/09/2013
D100039,3896,"10,0",02/11/2014
D100039,3941,"10,0",04/01/2015
D100039,4211,"5,0",03/11/2015
D100039,4215,"5,0",06/01/2016
D100039,4220,"5,0",24/03/2016
D100039,4222,"5,0",12/04/2016
D100039,4320,"5,0",05/08/2016
D100040,1428,"61,97",16/06/2007
D100041,,"24,79",14/11/2001
D100041,816,"24,79",25/09/2005
D100041,901,"24,79",27/11/2005
D100041,1148,"37,18",02/07/2006
D100041,1207,"24,79",07/09/2006
D100041,1343,"24,79",02/03/2007
D100041,1424,"24,79",30/05/2007
D100041,1626,"24,79",10/12/2007
D100041,1699,"24,79",11/03/2008
D100041,1808,"49,58",27/06/2008
D100041,1991,"30,0",05/02/2009
D100041,2193,"50,0",05/09/2009
D100041,3049,"50,0",26/12/2011
D100041,3189,"40,0",18/06/2012
D100041,3300,"50,0",23/09/2012
D100041,4133,"50,0",22/01/2015
D100042,4213,"30,0",01/12/2015
D100043,1245,"12,39",04/11/2006
D100044,4830,"41,0",29/08/2017
D100045,4213,"5,0",03/12/2015
D100046,3361,"50,0",25/01/2013
D100047,1074,"32,23",01/06/2006
D100047,1101,"29,75",16/06/2006
D100047,1280,"24,79",24/12/2006
D100047,1424,"24,79",20/05/2007
D100047,1634,"44,62",13/12/2007
D100047,1903,"24,79",26/10/2008
D100047,1966,"49,58",15/01/2009
D100047,2059,"50,0",19/04/2009
D100047,2133,"32,0",21/07/2009
D100047,2296,"50,0",06/02/2010
D100047,2710,"50,0",13/04/2011
D100047,3360,"40,0",11/01/2013
D100047,5326,"40,0",13/06/2018
D100047,7108,"45,0",09/04/2019
D100048,3361,"36,0",31/01/2013
D100048,4215,"39,0",14/01/2016
D100049,3505,"30,0",25/05/2013
D100049,3542,"20,0",30/07/2013
D100049,3670,"20,0",10/01/2014
D100049,3896,"20,0",04/11/2014
D100049,4216,"20,0",21/01/2016
D100049,4674,"20,0",30/12/2016
D100049,5186,"20,0",04/03/2018
D100049,5296,"20,0",17/05/2018
D100049,6958,"20,0",30/11/2018
D100049,7519,"20,0",01/12/2019
D100050,4830,"20,0",16/08/2017
D100051,3361,"5,0",31/01/2013
D100051,4215,"10,0",07/01/2016
D100051,7212,"10,0",14/05/2019
D100052,3941,"10,0",02/01/2015
D100053,1245,"12,39",17/11/2006
D100054,,"30,0",05/08/2007
D100054,1739,"24,79",22/04/2008
D100054,1778,"24,79",09/06/2008
D100054,1933,"49,58",02/12/2008
D100054,1962,"24,79",30/12/2008
D100054,2059,"50,0",18/04/2009
D100054,2233,"75,0",21/11/2009
D100054,2296,"25,0",23/01/2010
D100054,2389,"75,0",07/04/2010
D100054,2389,"75,0",23/04/2010
D100054,2415,"30,0",29/05/2010
D100054,2451,"50,0",24/07/2010
D100054,2695,"30,0",01/04/2011
D100054,2711,"50,0",24/04/2011
D100054,2945,"50,0",18/10/2011
D100055,3361,"36,0",19/01/2013
D100055,3614,"30,0",11/11/2013
D100056,4210,"25,0",28/10/2015
D100057,3941,"30,0",12/01/2015
D100057,4801,"40,0",21/07/2017
D100058,,"6,2",18/05/2004
D100058,,"17,35",20/05/2005
D100058,711,"9,92",04/07/2005
D100058,723,"4,96",20/07/2005
D100058,796,"7,44",21/08/2005
D100058,901,"4,96",09/12/2005
D100058,930,"7,44",20/12/2005
D100058,1058,"6,2",17/05/2006
D100058,1074,"7,44",09/06/2006
D100058,1149,"12,39",18/07/2006
D100058,1185,"24,79",08/09/2006
D100058,1248,"6,2",22/11/2006
D100058,1280,"7,44",09/12/2006
D100058,1280,"9,92",09/12/2006
D100058,1343,"7,44",05/03/2007
D100058,1424,"12,39",01/06/2007
D100058,1529,"12,39",24/08/2007
D100058,1556,"9,92",16/09/2007
D100058,1601,"12,39",06/11/2007
D100058,1626,"28,14",30/11/2007
D100058,1663,"12,39",16/01/2008
D100058,1778,"24,79",08/06/2008
D100058,1878,"31,61",13/10/2008
D100058,1933,"49,58",29/11/2008
D100059,4136,"40,0",24/02/2015
D100059,4687,"40,0",01/07/2017
D100060,3941,"30,0",08/01/2015
D100061,3528,"226,0",04/07/2013
D100062,1428,"33,81",08/06/2007
D100062,1634,"12,39",26/12/2007
D100062,1808,"7,44",06/07/2008
D100062,2144,"10,0",07/08/2009
D100062,2351,"15,0",23/03/2010
D100062,2714,"10,0",11/06/2011
D100062,2905,"10,0",18/08/2011
D100062,3049,"10,0",02/01/2012
D100062,4137,"20,0",11/03/2015
D100063,,"24,79",23/09/2006
D100063,1933,"12,39",11/12/2008
D100063,2144,"12,12",02/08/2009
D100063,2296,"12,39",25/01/2010
D100063,2319,"20,0",16/02/2010
D100063,2553,"20,0",03/11/2010
D100064,3941,"10,0",08/01/2015
D100065,1212,"24,79",26/09/2006
D100065,1424,"24,79",05/06/2007
D100065,2263,"30,0",04/01/2010
D100065,2296,"34,0",06/02/2010
D100065,2389,"30,0",15/04/2010
D100065,3033,"30,0",17/12/2011
D100065,3049,"30,0",24/12/2011
D100065,3448,"30,0",28/04/2013
D100066,3941,"39,0",29/12/2014
D100067,2232,"20,0",19/11/2009
D100068,858,"12,39",28/10/2005
D100068,980,"12,39",18/02/2006
D100068,1212,"12,39",23/09/2006
D100068,1317,"12,39",07/01/2007
D100068,1400,"12,39",16/05/2007
D100068,1465,"4,96",25/06/2007
D100068,1529,"24,79",16/08/2007
D100068,1739,"24,79",08/04/2008
D100068,1843,"49,58",10/07/2008
D100068,1878,"49,58",04/10/2008
D100069,3941,"39,0",14/01/2015
D100070,3361,"30,0",25/01/2013
D100070,3816,"10,0",10/10/2014
D100071,3361,"75,0",24/01/2013
D100071,3537,"75,0",18/07/2013
D100071,3614,"75,0",30/10/2013
D100071,7005,"80,0",13/01/2019
D100071,7108,"80,0",12/04/2019
D100071,7199,"80,0",17/04/2019
D100072,4801,"30,0",15/07/2017
D100073,3941,"30,0",11/01/2015
D100074,1739,"12,39",24/04/2008
D100074,1933,"12,39",10/12/2008
D100074,1992,"15,0",19/02/2009
D100074,2105,"15,0",02/06/2009
D100074,2123,"15,0",18/06/2009
D100074,2233,"25,0",02/12/2009
D100075,3941,"30,0",13/01/2015
D100076,4213,"20,0",13/12/2015
D100077,3505,"35,0",15/05/2013
D100078,4210,"20,0",07/11/2015
D100078,4506,"25,0",29/11/2016
D100079,1181,"24,79",22/08/2006
D100079,1316,"24,79",29/12/2006
D100079,1556,"27,52",17/09/2007
D100079,1808,"12,39",07/07/2008
D100079,2123,"32,0",19/06/2009
D100079,2485,"30,0",22/08/2010
D100079,2712,"30,0",14/05/2011
D100079,3183,"30,0",12/04/2012
D100080,4801,"5,0",21/07/2017
D100081,,"24,79",02/07/2001
D100082,,"12,39",04/08/2004
D100082,796,"12,39",02/09/2005
D100082,1000,"12,39",27/02/2006
D100082,1058,"13,14",21/05/2006
D100082,1148,"12,39",25/06/2006
D100082,1185,"12,39",05/09/2006
D100082,1316,"12,39",24/12/2006
D100082,1343,"12,39",17/03/2007
D100082,1529,"12,39",29/08/2007
D100082,1663,"12,39",26/01/2008
D100082,1844,"31,61",01/08/2008
D100082,2094,"30,0",29/05/2009
D100082,2144,"30,0",02/08/2009
D100082,2360,"30,0",09/04/2010
D100082,2838,"30,0",21/07/2011
D100083,4213,"30,0",09/12/2015
D100084,669,"24,79",13/06/2005
D100084,1149,"24,79",03/07/2006
D100084,1424,"24,79",03/06/2007
D100085,3941,"30,0",01/01/2015
D100085,5326,"40,0",23/06/2018
D100086,858,"12,39",02/11/2005
D100086,930,"12,39",18/12/2005
D100086,1000,"12,39",07/03/2006
D100086,1058,"12,39",09/05/2006
D100087,930,"7,44",22/12/2005
D100087,2654,"15,0",24/02/2011
D100087,2714,"10,0",16/06/2011
D100087,2838,"15,0",23/07/2011
D100088,3129,"10,0",06/04/2012
D100088,4801,"10,0",28/07/2017
D100089,1058,"6,2",18/05/2006
D100090,3360,"10,0",14/01/2013
D100091,1775,"12,39",23/05/2008
D100091,2231,"10,0",03/11/2009
D100092,1034,"49,58",20/04/2006
D100093,4210,"10,0",07/11/2015
D100094,3361,"10,0",15/01/2013
D100094,3537,"20,0",18/07/2013
D100094,3550,"10,0",08/09/2013
D100094,3664,"10,0",27/12/2013
D100094,3812,"10,0",28/08/2014
D100095,767,"24,79",23/07/2005
D100095,1101,"24,79",28/06/2006
D100095,1148,"24,79",28/06/2006
D100095,1316,"24,79",30/12/2006
D100095,1529,"24,79",24/08/2007
D100095,1778,"24,79",29/05/2008
D100095,1933,"24,79",29/11/2008
D100095,2144,"30,0",30/07/2009
D100095,2351,"30,0",20/03/2010
D100095,2550,"30,0",07/10/2010
D100095,2713,"30,0",16/05/2011
D100095,2945,"30,0",09/10/2011
D100095,3064,"30,0",11/01/2012
D100096,796,"3,72",20/08/2005
D100096,858,"4,96",31/10/2005
D100096,1074,"3,72",26/05/2006
D100096,1317,"3,72",19/01/2007
D100096,2711,"7,0",26/04/2011
D100096,2712,"6,5",15/05/2011
D100096,2713,"8,0",21/05/2011
D100096,2714,"10,0",06/06/2011
D100096,2802,"6,5",03/07/2011
D100096,2838,"6,5",19/07/2011
D100096,2871,"6,5",04/08/2011
D100096,2905,"6,5",28/08/2011
D100096,2945,"7,0",15/10/2011
D100096,3049,"8,0",01/01/2012
D100097,1245,"4,96",04/11/2006
D100097,1235,"4,96",06/11/2006
D100097,4135,"40,0",11/02/2015
D100097,4144,"30,0",13/06/2015
D100097,4149,"20,0",09/09/2015
D100098,3357,"36,0",18/12/2012
D100098,3546,"30,0",26/08/2013
D100098,4223,"43,0",11/05/2016
D100098,5316,"40,0",06/06/2018
D100099,858,"12,39",31/10/2005
D100099,901,"12,39",27/11/2005
D100099,930,"12,39",30/12/2005
D100100,3361,"40,0",27/01/2013
D100100,4215,"30,0",31/12/2015
D100100,4218,"50,0",20/02/2016
D100101,,"24,79",24/01/2005
D100101,663,"24,79",05/06/2005
D100101,979,"24,79",18/02/2006
D100101,1101,"24,79",16/06/2006
D100101,1338,"24,79",09/02/2007
D100101,1699,"24,79",15/03/2008
D100101,1903,"24,79",26/10/2008
D100101,2035,"30,0",08/04/2009
D100101,2163,"30,0",13/08/2009
D100101,2360,"30,0",07/04/2010
D100101,2632,"30,0",11/01/2011
D100101,,"30,0",28/09/2011
D100101,3236,"30,0",08/07/2012
D100102,954,"24,79",04/01/2006
D100102,1148,"24,79",08/07/2006
D100102,1316,"24,79",24/12/2006
D100103,4210,"10,0",30/10/2015
D100104,2225,"30,0",25/10/2009
D100104,2319,"732,0",22/02/2010
D100104,2553,"5,0",21/10/2010
D100105,3941,"20,0",07/01/2015
D100106,4210,"13,0",20/10/2015
D100107,,"10,0",06/09/2011
D100107,3346,"10,0",26/10/2012
D100107,3783,"10,0",08/04/2014
D100107,4134,"10,0",09/02/2015
D100108,816,"24,79",21/09/2005
D100108,930,"12,39",22/12/2005
D100108,1028,"24,79",08/04/2006
D100108,1148,"24,79",25/06/2006
D100108,1374,"24,79",31/03/2007
D100108,1489,"24,79",15/07/2007
D100108,1663,"24,79",12/01/2008
D100109,1400,"33,81",23/05/2007
D100109,1634,"12,39",17/12/2007
D100109,1699,"32,23",18/03/2008
D100109,3785,"50,0",10/05/2014
D100110,,"24,79",21/05/2001
D100110,,"24,79",23/05/2002
D100110,,"24,79",11/05/2003
D100111,796,"49,58",02/09/2005
D100111,1034,"49,58",29/04/2006
D100111,1185,"49,58",30/08/2006
D100111,2417,"30,0",07/07/2010
D100111,2451,"30,0",23/07/2010
D100111,3129,"50,0",05/04/2012
D100112,3941,"39,0",03/01/2015
D100112,4223,"10,0",06/05/2016
D100113,1245,"24,79",12/11/2006
D100113,1634,"24,79",28/12/2007
D100113,1699,"24,79",18/03/2008
D100114,899,"4,96",23/11/2005
D100114,1000,"6,2",16/03/2006
D100114,1149,"6,2",05/07/2006
D100114,1207,"7,44",08/09/2006
D100114,1424,"6,2",01/06/2007
D100114,1465,"6,2",22/06/2007
D100114,1634,"9,92",12/12/2007
D100114,1808,"9,92",04/07/2008
D100115,796,"6,2",28/08/2005
D100115,816,"6,2",04/10/2005
D100115,901,"6,2",10/12/2005
D100115,930,"6,2",24/12/2005
D100115,979,"6,2",12/02/2006
D100115,1000,"6,2",09/03/2006
D100115,1034,"30,99",25/04/2006
D100115,1058,"6,2",13/05/2006
D100115,1074,"6,2",07/06/2006
D100115,1207,"6,2",14/09/2006
D100115,1248,"6,2",29/11/2006
D100115,1280,"6,2",15/12/2006
D100115,1317,"6,2",24/01/2007
D100115,1465,"6,2",19/06/2007
D100115,1490,"6,2",22/07/2007
D100115,1529,"6,2",16/08/2007
D100115,1556,"6,2",14/09/2007
D100115,1577,"6,2",13/10/2007
D100115,1634,"6,2",19/12/2007
D100115,1663,"6,2",14/01/2008
D100115,1699,"6,2",12/03/2008
D100115,1736,"6,2",21/03/2008
D100115,1755,"6,2",06/05/2008
D100115,1778,"6,2",06/06/2008
D100115,1808,"6,2",29/06/2008
D100115,1843,"6,2",11/07/2008
D100115,1878,"6,2",03/10/2008
D100115,1929,"6,2",25/11/2008
D100115,1949,"6,2",18/12/2008
D100115,1991,"5,0",08/02/2009
D100115,2035,"7,0",26/03/2009
D100115,2059,"6,0",21/04/2009
D100115,2123,"12,0",16/06/2009
D100115,2193,"5,0",01/09/2009
D100115,2256,"7,0",11/12/2009
D100115,2285,"7,0",12/01/2010
D100115,2351,"6,0",16/03/2010
D100115,2485,"17,0",08/08/2010
D100116,901,"24,79",29/11/2005
D100116,3249,"30,0",27/07/2012
D100116,3449,"35,0",03/05/2013
D100116,3786,"50,0",16/05/2014
D100117,4137,"30,0",22/03/2015
D100117,4142,"45,0",19/05/2015
D100118,,"30,0",16/05/2014
D100118,3896,"35,0",18/11/2014
D100119,1739,"24,79",07/04/2008
D100120,3361,"36,0",25/01/2013
D100121,1400,"24,79",23/05/2007
D100121,1634,"24,79",28/12/2007
D100121,2263,"30,0",10/01/2010
D100122,816,"45,86",06/10/2005
D100122,901,"24,79",11/12/2005
D100122,1148,"24,79",08/07/2006
D100122,1185,"24,79",07/09/2006
D100122,1374,"33,81",01/04/2007
D100122,1529,"24,79",27/08/2007
D100122,1663,"24,79",23/01/2008
D100122,1778,"12,39",07/06/2008
D100122,1808,"4,96",03/07/2008
D100122,1843,"37,18",24/07/2008
D100122,1933,"24,79",12/12/2008
D100122,1949,"29,5",29/12/2008
D100122,1966,"30,0",26/01/2009
D100122,2163,"30,0",14/08/2009
D100122,2389,"30,0",13/04/2010
D100122,2553,"5,0",27/10/2010
D100122,2566,"35,0",04/11/2010
D100122,2714,"10,0",30/05/2011
D100122,2838,"35,0",10/07/2011
D100122,3049,"30,0",05/01/2012
D100122,3188,"33,0",20/06/2012
D100122,3449,"30,0",07/05/2013
D100122,4134,"30,0",05/02/2015
D100122,4460,"40,0",13/10/2016
D100122,4966,"40,0",09/09/2017
D100122,6168,"40,0",11/09/2018
D100122,7243,"40,0",05/06/2019
D100123,3505,"30,0",13/05/2013
D100123,3670,"30,0",14/01/2014
D100123,3812,"10,0",16/08/2014
D100123,3814,"10,0",07/09/2014
D100123,3896,"10,0",02/11/2014
D100123,4215,"10,0",01/01/2016
D100123,4273,"20,0",08/06/2016
D100123,4681,"40,0",03/04/2017
D100124,3361,"36,0",27/01/2013
D100124,3664,"40,0",24/12/2013
D100125,850,"24,79",10/10/2005
D100125,1074,"7,44",25/05/2006
D100126,4210,"52,0",25/10/2015
D100126,6169,"123,0",11/09/2018
D100126,7346,"52,0",29/08/2019
D100127,3941,"40,0",04/01/2015
D100128,767,"24,79",31/07/2005
D100128,858,"24,79",10/11/2005
D100128,930,"24,79",24/12/2005
D100128,979,"24,79",07/02/2006
D100128,1185,"24,79",29/08/2006
D100128,1424,"24,79",03/06/2007
D100128,1465,"4,96",30/06/2007
D100128,1634,"24,79",11/12/2007
D100128,1949,"24,79",11/12/2008
D100128,2144,"30,0",01/08/2009
D100128,2351,"30,0",25/03/2010
D100128,2389,"30,0",07/04/2010
D100128,2653,"30,0",10/02/2011
D100128,2714,"30,0",01/06/2011
D100128,3033,"30,0",24/12/2011
D100128,3189,"50,0",22/06/2012
D100128,4801,"40,0",27/07/2017
D100129,3361,"36,0",17/01/2013
D100130,3528,"33,0",28/06/2013
D100130,3550,"10,0",17/09/2013
D100131,930,"24,79",25/12/2005
D100131,1568,"24,79",02/10/2007
D100131,1736,"24,79",24/03/2008
D100131,3249,"33,0",03/08/2012
D100131,3527,"25,0",23/06/2013
D100132,,"30,0",17/06/2016
D100133,3941,"30,0",09/01/2015
D100134,3505,"30,0",20/05/2013
D100135,4151,"40,0",11/10/2015
D100135,4210,"39,0",25/10/2015
D100135,4687,"41,0",26/06/2017
D100136,1074,"68,05",26/05/2006
